index,asin,helpful,overall,reviewText,reviewTime,reviewerID,reviewerName,summary,unixReviewTime,HelpfulRecords,HasHelpful,weightedRating
118282,B005RXIWNW,"[0, 0]",5,good reading kept up your interest wanting the story to go onready for another book to read thanks tm,"01 17, 2013",A3MB0RURHZN39Y,TEREBELLE,outstanding,1358380800,0.0,False,5.0
558593,B00DHVERWQ,"[0, 0]",4,"OK, I just thought that this was a great price for all three books (got it for $.99). Liked a lot, and I would recommend this series. Just loved each character and I've never read a series that involves triplet women. It's always been boys and/or family","11 21, 2013",A20VK7GSA3F93L,Lovemma,The Barker Triplets Boxed Set,1384992000,0.0,False,4.0
561819,B00DJQYATO,"[1, 1]",5,She does not have a bad book.  even if I think I will not like it I try it and with the humor and interaction and all the fun I always love them.,"09 15, 2013",A375NUOS4S27GP,Sylvia M Lewis,I always love her books,1379203200,1.0,True,5.0
958530,B00KXIIZ3I,"[0, 0]",5,"If you think that The Seduction 1 was hot wait till you read this one.. Is even better, it would blow you away with Vaughn even dirtier mouth.  Yes, I thought that can't even happen but it did, Vaughn put the D in dirty-mouth. And Keely... Say goodbye to the good girl and hello to naughty girl.We still don't know who or the reason behind why Vaughn is seducing Keely but i had a strong guess and this was revealed at the end.  I really hate her boss and Ashcroft son (Brent). Keely is still reeling from the shocking news that Mr. Ashcroft left her is fortune.Why would the he do that and what is his relationship with Vaughn??And just when you think you've got all figured out, come this huge revelation that changes everything (Her plans I'm live and Vaughn plans with her). Things just have got more interesting, complicated and more dangerous than ever.This  just Awesome!!! If you enjoy book 1, you would love book 2 and crave book 3!!","06 12, 2014",A32QERE04I60K9,Jay,More Dirty mouth Vaughn please....,1402531200,0.0,False,5.0
403937,B00B0645XG,"[0, 0]",5,This was the best series I have ever read it has everything I have ever ask for on a book. Once I started to read the series I just could not stop reading the series hook me now I can't wait to read the next one.,"07 12, 2013",A1WY2W0XMM7M0M,Zulema Cervantes,Zulema Cervantes,1373587200,0.0,False,4.5
403898,B00B0645XG,"[0, 0]",4,"More like 4.5 stars. The beginning of the series started out a little rocky for me, but it got better. I can't wait to read the rest of the series to see what the author does with it.","05 22, 2014",A3A8N9ULMNW2JD,Kayla's Reads and Reviews,4.5 stars,1400716800,0.0,False,4.5
887559,B00JH2QWCM,"[0, 0]",5,"I've been scouting amazon for body building ebooks for my husband when I came across this. I liked the writing style from the get go, how it's so personal and fun. My husband definitely loved it and said it was very detailed in terms of the exercises, supplements and diet. So yeah, my husband's more motivated to hit the gym than ever!","04 17, 2014",ACC00ZPJ89UEF,Bridgette Gayles,This got my husband motivated,1397692800,0.0,False,5.0
441159,B00BK0RIG8,"[0, 0]",5,Really enjoyed this story. I love that they love each other and just have to find there way to each other. Yummy.,"04 7, 2014",AXQARQXTA8OJH,Amazon Customer,Yes please!,1396828800,0.0,False,5.0
514022,B00CMGB25W,"[0, 0]",5,the series is wonderful. I enjoy all of them and can't wait for the next one. The author is brilliant.Bob,"01 18, 2014",A11RSN423DZQJQ,Amazon Customer,Great enjoyment,1390003200,0.0,False,5.0
843674,B00INWGG1Y,"[0, 0]",5,"I TRIED TO NOT LIKE THIS BOOK BECAUSE IVE BEEN REALLY TRYING TO GET AWAY FROM HOOD FICTION. AFTER READING THE HEART OF A CHEATIN' WOMAN HOWEVER, I CONNECTED WITH THE CHARACTERS SO MUCH SO THAT WHEN PART TWO WAS RELEASED  I WAS VERY CURIOUS AND ANXIOUS TO KNOW WHAT HAPPENS TO EACH ONE. THE BOOK GOT BETTER AND I FELT LIKE I COULD VISUALIZE EACH SCENE AND CHARACTER. THE BOOK REALLY DOES COME TO LIFE IN YOUR MIND AND WHEN THAT HAPPENS YOU KNOW ITS A WINNER!","06 16, 2014",AP5F83XUG2ZDP,Rachael Long, A WINNER,1402876800,0.0,False,5.0
613250,B00EFPO4LC,"[0, 0]",5,"I feel like I need a cigarette after reading this book.I kid you not, this is one of the hottest bondage themed books I have read in a very long time. It not only had a billionaire--but I believe the female lead was a billionaire also which made it that much more enjoyable to see a strong female lead that knew exactly what she wanted.I can't seem to gush enough about Tilda. She was independent, owned her sexuality, and was smart. She was willing to submit to all the demands laid out for her, and still keep her mind about her.This was a very unique and very clever spin on the 12 days of Christmas. I was turning each page and giggling wondering what Miguel had in store for her next. The story didn't just have the proper amount of smexy elements, but it had the right amount of emotional turmoil to keep the reader engaged and excited about each page turn.I was turned on by each creative way Miguel had to make her submit. I also enjoyed the fact that he totally underestimated her. He assumed she was one type of woman, and then when she opened her mouth and proved she wasn't stupid, he was tossed off his game and he had to accept the fact she was more than just--well a woman to toss aside and get bored with.Tilda made me happy. Jeffe Kennedy also made me thrilled that a woman was written with the power over her own sexuality and SHE was the 'billionaire' in a book. Miguel didn't want to tame her, yes, he wanted to own her, but not break the smart woman she was in the process.As a whole the story had everything. Great BDSM scenes, strong storyline, great characters, and christmas themed story that is great to read at all times of the year!*I received a copy of this book in exchange for an honest review from Carina Press Via NetGalley*","12 15, 2013",ASLSCL3KWHFSE,Future Slayer Girl (aka: kitten),"Fantastic Holiday read with a strong female lead, and a very likable male lead...",1387065600,0.0,False,5.0
64007,B004WSQNBG,"[0, 0]",3,"Nice story, very romantic, hero saves the helpless beauty. Good romance story for a new reader, to tame for my taste.","01 25, 2013",A238YH8VK6U4HK,Jennifer Poston,Sweet.,1359072000,0.0,False,3.6
63990,B004WSQNBG,"[1, 2]",4,"I loved it.  It was short and sweet.  Nothing sexual, just kissing.  A quick read on a busy day.  Enjoy!","01 4, 2013",A14VCKIBY5HX31,Amazon Customer,A sweet love story,1357257600,0.5,True,3.6
751652,B00H7FO10Q,"[1, 1]",5,"This book was so great! I am a student and my computer has crashed down on me many times. I never really knew what to do and one time I even lost a 20 page test. This book is so helpful and it really tells you the steps to save your data quickly. I think I loved this book because it was very easy to page through and it was just an overall good and helpful read. I haven't found a book this helpful in a very long time. I feel like if my computer ever crashed again, I would be prepared!","12 27, 2013",A31O499LECRQWI,Writergirl121,Wow amazing!,1388102400,1.0,True,5.0
848704,B00IQUL44W,"[4, 5]",5,"**Review Copy Provided by Author**Oh where to start8230lol! I am going to preface this review with saying that Jamie and I are virtual friends on facebook, through another friend, so I am potentially a tad biased ) A couple of weeks ago, Jamie (the author) asked me if I would be interested in reading her 8220super seekrit8221 project (her words not mine) 8211 and of course, being the sucker for good books/writing, I said yes. It wasn8217t long before Mr Good Enough arrived in my email and I eagerly sent it to my kindle. Then I realized I needed to savor it, because who knows when her next book is going to be released and she does enjoy torturing us fans8230and I will admit that it wasn8217t easy. I was trying to ration myself to only 10% or so a night, to make it last8230but that totally didn8217t happen8230Mr Good Enough reminds me so much of me at times 8211 while I am still happily single 8211 some days I wonder if I will ever find Mr Perfect/Almost Perfect, or will I end up settling for Mr Good Enough. I really liked the whole online dating scenarios in the book 8211 considering the amount of these that are around nowadays (and some stats say that 1 in 5 relationships start online), it surprises me that there are more aren8217t using an online dating trope.But it wasn8217t just the whole storyline that I enjoyed 8211 it was how the characters seemed so real 8211 from Maddie with her paint quirky-ness8230(and really, purple icing on a cake8230reminds me of a mutual friend that Jamie and I share)8230and as for Trent 8211 i8217m always a sucker for the bad boy turned good 8211 who struggles with his past, even if its many years later. there is just something that makes you want to reach into the pages of the book and give him a big hug (or take other liberties).Overall, I gave Mr Good Enough 4.5 stars for a quirky contemporary read.","03 2, 2014",A3CXAZI75P116U,Deanna L. Fisher,"Make me laugh, made me cry",1393718400,0.8,True,5.0
893207,B00JL4G1L8,"[1, 1]",4,"Taylor is the new librarian in town.  Troy is the handsome playboy all the girls obsess over.  He is not the type to settle down and she has too much on her plate to add a man to the mix. From the moment he kisses her, to prove to her that they can be just friends, sparks fly.  As the story unfolds, the main characters grow emotionally and realize what they really want out of life.  Sometimes it can be everything to step outside of your comfort zone.  I really enjoyed this story and read it in one sitting.","04 19, 2014",A28ZRQBN9CTSZT,Laura D,A Fun and Quick Read!  Perfect!,1397865600,1.0,True,4.0
212714,B007UVBGAA,"[0, 0]",4,"Another good book by this author, and another good book in the series about this family. I think it's a little strange how 2 brothers would share a woman, but besides that it is a good story if you like romance novels about old-fashioned, alpha males who keep their wives accountable and safe.","12 4, 2012",A1KEWP0RZZLHWK,Dutchie,Another good one,1354579200,0.0,False,4.0
115531,B005PZN27S,"[2, 2]",4,"Awesome story - each book in this series just keep getting better and better!  the only thing better would have been a longer story about Wulf and Emma's adventures!  Hot, steamy romance with terrific characters and a great medeval story.  Patiently waiting for the next installment, please!  Thierry needs his story now!","10 17, 2011",AC97ZLQFSJM0K,Rustye,Awesome!,1318809600,1.0,True,4.0
304773,B009BBFY7I,"[0, 0]",5,"THIS STORY RIGHT HERE WAS SO EPIC!!!!!!!!!! NOW AT FIRST I DID NOT LIKE THEODORE TEDDY BEAR DAVINE....I COULD NOT STAND THIS MAN WITH A PASSION, BUT AFTER ACTUALLY READING THIS BOOK I LET MY GUARDS DOWN AND FOUND MYSELF ACTUALLY LOVING THIS FELLOW! IF YOU WOULD LIKE TO READ A BOOK THAT WILL HAVE YOUR PANTIES WET THEN THIS IS THE BOOK TO READ!!!!!","01 13, 2013",A31QHYXLT9B2CU,DIVALICIOUS,I'LL TAKE A TEDDY BEAR FOR 500 PLEASE!!!!,1358035200,0.0,False,5.0
697913,B00G77J6IM,"[0, 0]",5,"Definitely fiction, but a fun way to spend a few hours. Written the way we all want it to turn out, the way it should have been!No one person, no matter what they write, will detract from the incredible achievements of the men that gave all. This story describes the feelings we all have and hopefully feel about this greatest generation!","03 5, 2014",A1Z8CMTLIQB9ZO,Chefboonhill,Behind German lines,1393977600,0.0,False,5.0
53511,B004S7MLWQ,"[0, 0]",3,"Jaden has spent her entire high school carrer dedicated to her grades, volunteer work, and extracurriculars. She's been dreaming about getting into Harvard for years, and now she's just days away from finding out if she's been accepted. When she's paired with Parker Whalen for a project in AP English, Jaden is slightly perturbed. Parker may be new to school, but he has a reputation for being a slacker and Jaden doesn't want to lose focus. But she's about to find that there is a lot more to Parker--and to life--than she initially thought.Cross My Heart is a fun read with a sweet romance and realistic dialogue. The initial drama in the novel unfolds very nicely--Jaden doesn't see what she's missing out on, she doesn't really like her boyfriend that much, and there are some tensions in her family life with a distant father and a very full house. When she begins to get to know Parker, all of these issues begin to come to a head, and Jaden leans on him more and more until they find that they're falling for each other, much to the dismay of everyone around them. Parker's reputation results in the mystery of his past--no one seems to know much about him at all until Jaden takes the time to become his friend. The premise does seem a bit hokey, but Klein's voice is fresh and she includes many references to Edith Wharton's Ethan Frome, which is a book less widely read than the classic that usually are slipped into YA novels and fits into Jaden and Parker's story nicely. All of the elements work together well until the end of the novel when Parker's big secret is revealed. It's one that requires a stretch of the imagination to accept, is rushed out onto Jaden and the reader, and is portrayed a touch too unrealistically. Jaden's reaction to his news and how she deals with it are also very awkward. This is a disappointment since it's very easy to see how, with a little more careful editing, Klein could have made it believable. Still, readers will be rooting for Jaden and Parker, and a happy ending does follow. Cross My Heart is a wonderful romance, and if readers can get over the unbelievable (but romantic) ending, it's worth the $3.99 spent.","02 11, 2012",A3IR2O2V9V2DI4,The Compulsive Reader,"Sweet romance, unbelievable ending",1328918400,0.0,False,3.0
158298,B006QMFDL2,"[7, 7]",4,"4.5 stars.Falling Uphill by Wendy Nelson Tokunaga is a vastly entertaining and light-hearted novel that is a delightful mix of romance and mystery. Candace Grey's research into Pamela Parrish's death raises some unsettling questions. Did Pamela Parrish commit suicide or was she murdered? Candace must also discover the answer to an equally important question. Is her longtime boyfriend Jeff Sands cheating on her?Falling Uphill is a fabulously written story with richly drawn three dimensional characters. Candace Grey is a wonderful protagonist who is immensely appealing. Candace is caring woman who makes friends easily. She has a marvelous sense of humor and easily bounces back from difficult situations.The secondary cast of characters is equally well-developed and likable. Longtime friend Laney Svensson is the best type of friend-loyal, true and willing to do anything in the name of friendship. Despite their less than stellar first meeting, Riley Davis quickly becomes a close confidante. Brandon Treadwell is sexy, fun and his friendship proves invaluable as Candace's life takes some unexpected turns.The mystery surrounding Pamela Parrish's death is quite compelling and interesting. Ms. Tokunaga does a wonderful job building anticipation as Candace closes in on the truth of what caused Pamela's death. As a fan of classic television and old movies, I especially enjoyed the nostalgic look back at the earlier glamorous years in Hollywood.Falling Uphill is an engaging novel with a wonderful cast of eclectic characters and a fresh, unpredictable storyline. Wendy Nelson Tokunaga's vivid descriptions of San Francisco and Los Angeles bring this engaging story vibrantly to life. An enjoyable heroine, a clever mystery and a beautifully understated romance make Falling Uphill a must read for anyone who enjoys contemporary fiction.I received a complimentary copy of this novel to review.","04 12, 2012",A3RHTYOGSITLWN,K. Branfield Book Reviews  More by Kathy,Entertaining and light-hearted novel.,1334188800,1.0,True,4.0
880952,B00JCZQVF2,"[0, 0]",4,Enjoyed this book and loved the two main characters. The different types of magicians needed defining better as they just sort of turned up without sufficient explanation. But still a great book and will be reading the next one when it comes out :),"06 21, 2014",A3VU05MHSPU2K3,littleflossie,loved the two main characters,1403308800,0.0,False,4.0
300854,B0098ERCYQ,"[0, 0]",5,Totally entertaining . With lots of humor and wit. I enjoyed the characters and how they teamed up to help one of their own. Great plot and very sexy. Just the right amount of appeal. I will read another one of Julie Rowes books. Thank you,"05 4, 2013",A8XKWO51MEDMC,BECCA JAMESON,Playing Doctor (Bandit Creek Books),1367625600,0.0,False,5.0
514499,B00CMRB5LW,"[0, 0]",5,"I just discovered Joe Hart this year. So far, I have not been disappointed. He has a flare for story telling. This book is no different. The plot was creepy with a little twist thrown in. It's worth a read. I recommend any of his other books as well.","07 15, 2013",A3LFMC332T2EXH,CindyD,A Good Read,1373846400,0.0,False,5.0
662950,B00FFH1QEW,"[1, 1]",5,"This book was a quick read and was a good read. Not a classical masterpiece for all time, not heavy on the brain. But as far as popcorn reading is concerned, it is one of the best!","02 25, 2014",A2H450UJMKN6WK,Nancy Bell,Like a Quick Snack,1393286400,1.0,True,5.0
593131,B00E32D7V0,"[1, 1]",5,This is a prefect bed time story for young children. It leaves them with the knowledge that everybody is talented in their own way.,"08 4, 2013",A19F0H720RYZ9H,Windstorm,Very cute story,1375574400,1.0,True,5.0
153152,B006N9WIIE,"[2, 2]",5,I passed this series by several times before buying it for my Kindle but am glad I finally did. It is an excellent series with good story line and interesting characters. The general theme through the series reminds me of the Star Trek series. It's a worth while series to read for pleasure. I refer to these kind of stories as brain candy.,"07 28, 2012",A23T0ER4LEN3IH,skystk,Good series,1343433600,1.0,True,5.0
531758,B00CY1EBIA,"[0, 0]",2,I tried to read this book but it was pure torture and I gave up.  I kept thinking the characters would grow up.  But it did not happen.  For me the characters have to drive the story.  They have to be the story because the same premises for a story get used over and over.  Glad I didn't spend too much on this book.,"06 19, 2014",A2EMSMOP8Z4WCS,scrapmom,I quit!,1403136000,0.0,False,2.0
894276,B00JM2DYMS,"[0, 0]",4,I lover this author.  I read Brothers Keeper by her first and it was one of my all time favorites. This book is good too. Still preferred the first but really liked this one too,"06 7, 2014",A3HZ3WME6PONOC,Amazon Customer southernladyfanatic,Great author!,1402099200,0.0,False,4.0
541731,B00D54PF6M,"[1, 1]",4,"A world where everyone is gay or lesbian?  This is a book that I haven't read anything like it before and I am glad that I was given the chance to review it.  Just a heads up for everyone this book contains M/M, M/F, and F/F sexual relations in it.  If you are uncomfortable reading those situations, then this would not be the book for you.Back to the story though, I did completely enjoy the whole aspect as to why everyone was the way that they are.  I enjoyed how the science of everything was explained in a way that it was easy to follow for us non-science people.  The details that were used in this story were done in the right balance.  T.M. was able to describe the world and the characters to the degree that you could understand what was happening.The different characters that are in the book, and trust me there is a bunch of them, were all written to where they each had their own personalities.  They all seemed to complement each other and were able to work together throughout the book.  Which ended up helping them in the long run.My only complaint about this book, and it's a sort of big one for me, there were so many characters!  With each child, there are 4 parents' total 2 mothers and 2 fathers.  When the weddings, and afterwards, takes place there is 12 parents around total.  It was VERY confusing.  I wish that the author would have included a chart that explained who each person was and their relationships.  That way it would have been easier to sort it out instead of flipping back and forth to several parts of the book.All in all though, I did enjoy this book and I will keep an eye out for the next book in the series.  Just a heads up to everyone who reads this book, there is a cliffhanger!Review provided by Crystal's Many Reviews","09 4, 2013",A1OO1T6GAZS9,Crystal's Many Reviewers,An interesting read!,1378252800,1.0,True,4.0
541736,B00D54PF6M,"[1, 1]",4,"I liked this story, it has such imagination and a spark to it.  Dr. Anthony Smith8217s manipulation into the society, making men gay, women lesbians to control the population has made such an impact that to be straight you were known as Opposites.  In this time each couple was paired off with whom the parents thought would be good mates.  The only trouble was when Aiya, who had been paired with Maeve, had fallen in love with Sawyer.  Aiya and Maeve knew that it would be very bad if it came out, so they went ahead with the marriage.  Maeve wanted to be with Autumn, who worked for the household. It was going well, till the one time Aiya and Sawyer slept to late and were caught.  Sawyer was ordered to leave, Maeve knew that for one night Sawyer would be in one of the cabins behind the home and told Aiya to be with the one she loved.  The problem was Autumn was extremely jealous and had come up with a plan to get rid of Aiya.  She hired a man to kidnap Aiya and then get rid of her, making way for her to comfort Maeve.  The kidnapping had not gone as planned, when Aiyan8217s husband Kaden had been taken instead.  Aiyan knew in his heart that Kaden was a live and just had to find to bring him home.  After saving Kaden, Aiyan knew that they had to find a way for Aiya to be with Sawyer. I had trouble writing this review, putting it into words of how much this book truly does show what life would be like if what is happening were reversed.  I can not wait to see if there will be a part two of this book.","10 11, 2013",AAJOFQPEKQQSJ,lisa parker,I can not wait for the second part,1381449600,1.0,True,4.0
909021,B00JX5YTR8,"[1, 1]",5,I received this story as an received an ARC from the author in exchange for an honest review.  There are many shifter stories on the market today but this is ranked in the top 10% of them.  The characters are fun and will pull you into the story and you wont want to stop until you have read it all.  Bears are some of my favorite shifters and you just want to grab this one and never let him go.  I hope you enjoy this story as much as I did.  Looking forward to the next story.,"05 5, 2014",A1L1M693QSBHRV,Porchia,One of the BEST BBW Shifter stories out.,1399248000,1.0,True,5.0
410334,B00B3FOIG8,"[0, 0]",5,I really enjoyed this book.  Great characters.  Nikki going to the mountains to live out her life when diagnosed with cancer.  Meeting Michael turned things around for her.  Was a very good read.,"02 19, 2013",A2WDNRHWHEY8IH,atabarac,GREAT ROMANCE,1361232000,0.0,False,5.0
453873,B00BQAR510,"[1, 2]",5,This is a must have book for anyone that uses a printer or is considering purchasing one. The author gives you a great deal of information you should know before you purchase a printer. Not buying a printer anytime soon? Learn how to properly use all of the functions of your printer. I learned more about printers and ink from this book than I have from any other source or combination of sources. I highly recommend this book.,"03 10, 2013",A1GDR1PGXYVMGD,Slim Sallee,Must have information before buying a new printer.,1362873600,0.5,True,5.0
250760,B008EIZIYI,"[1, 3]",5,"I enjoyed every minute of this book. None stop action with a great cast of charaters.  Very imaginative plot with descriptions that bring you into each and every fight. This book is also nice and long so you can stay involved for more than two days. I hope the author publishes the second book, as my wife and I will definetly by it.","11 25, 2012",A1UU8BM9MIT031,Mark L,"Hull Damage, Great Sci Fi book",1353801600,0.3333333333333333,True,5.0
2684,B001J4SYZO,"[0, 0]",5,"I liked this one. It wasn't all about the sexy times together. It was really more of a story, which I enjoyed.Christina doesn't trust men. Her father is an abusive alcoholic and her brother turned out exactly the same. So, she left but it's left her scarred. She wished more than anything her mother would leave, and can't understand why she doesn't. You sort of knew what was going to happen but it was a bit more surprising than that.I liked it. It was sexy, sweet, and enjoyable.","01 12, 2011",A3LHIRT4SR3F9T,Nikki W. Nikki W.,Enjoyed!,1294790400,0.0,False,5.0
344644,B00A1TMGHU,"[0, 0]",5,"One thing about that all people share in common, is the wish they could change something in their past.  In this book that is what happened with Sinn, he wanted to change things that he had done in his past.  And Will was there to help show him that it doesn't always have to be bad.Adrianna was able to take something that people have in common and write a story about it, yet twisted it enough that some parts of it are gorey, yet other parts could be true.  I will be perfectly honest here and with Will's character I did think he was kinda creepy at first.  But as the story went on, as you learned more about him, it all started to make sense.Adrianna wrote Sinn and Will's characters in a way that it was like you could relate to them, almost as if you have known them your whole life.  Reading about the horrible things that Sinn had went through in his life it does make you wonder how strong he is.  Will's character was the strong silent type, right from the start.  You could tell he had his secrets, yet he didn't give them up until he was confronted with them.She took a situation that some people would rather stay away from, write about it in such a way that you wanted to find out what happened next.  This is the first story by Adrianna that I have read, but I do have to say that if her other books are like this, I will be getting some more of them!","05 12, 2013",A1OO1T6GAZS9,Crystal's Many Reviewers,Couldn't put it down!,1368316800,0.0,False,5.0
956505,B00KVN6HH6,"[5, 5]",5,Carson and Carolyn are great characters .  Lorelei did a great job with the book. But  I can never get enough of the Rough Riders Series I love them all.  You will love this book and all the others in the series. All her books are great.  It was a fast read for me but so worth it. Enjoy,"06 17, 2014",A31FMCDW2O6VIR,Sandra Trunick,Awesome,1402963200,1.0,True,5.0
956502,B00KVN6HH6,"[1, 1]",5,I have loved this series so much that when I see rodeo on television I stop and watch. I can never look at another cowboy again without a smile on my face.  This book featuring Carolyn and Carson McKay answered so many questions. It was a little weird reading the sex scenes at first because they are the parents of the Wyoming men we love.  I must say that the author did a great job showing us their love story. It was so beautiful how much Carolyn and Carson loved each other. The best parts were the kids growing up. I was laughing so hard and the way Ms. James writes makes the dialect so authentic. You can picture these rough and tumble cowboys in training giving the McKays and the whole town trouble. I am from the South and I hate when author's either lay on the dialect too thick or try to take away what makes it so unique.  I will miss the series so much. It is a sad day but I know there has to be an end. Ms. James has ended on a good note. 4.5 stars.,"07 14, 2014",A1E8167521EZWV,P. Walker sweet read,What a great ending!,1405296000,1.0,True,5.0
957765,B00KWM4ESU,"[5, 5]",5,This makes for very interesting reading. Whether you feel you have a good take on your emotions now you'll find lots to think about here. Plus the author lays out questions for you to think about on how you can use EI to improve your own EI not just in personal relationships but at work and any other type situation. I wasn't aware the Emotional Intelligence was an actual field of study but it is obviously backed up by research and years of study. A good read for anyone wanting to get a better understanding of their own mind and relationships with others.,"06 15, 2014",A1N3EH6BTL06GF,D B Carlyle,Very interesting personal insight and evaluations.,1402790400,1.0,True,5.0
132866,B0064VVJA4,"[0, 0]",4,"I have to admit when I started reading Alec's Dream by Dave Birchbauer I put it down after the first few chapters never planning to pick it up again. I realize the author needs to give sort of background and get the story going in the first few chapters but I was so totally confused and lost. I found myself re-reading it many times and still helplessly lost in the science and anti-gravity jargon. I really can't say why this bothered me so much because in other fictional books it was fine that a couple of kids go into a thicket of bamboo and find themselves in a world with fairies and unicorns or some guy can walk to a certain spot of the pantry floor and find himself transported back into time and that was perfectly fine but this anti-gravity stuff bothered me.After a few days I picked it up and continued reading and I am so glad I did because it got to the point I didn't want to put this book down. As I said the beginning was confusing and full of some scientific reasoning for how and why Alec developed this anti-gravity blanket with the help from Jessie, his daughter. Alec really isn't well developed as far as the story goes but then again he doesn't have to be as none of the adults really had to be since the main character is really Jessie. Jesse and her friends end up in life and death situations when they find themselves face to face with aliens who not only want to gain this technology for themselves, they want to rid the earth of the life form they hated which are humans. Jesse is the key to getting them all off this alien spaceship alive and get the warning to earth.The story was a bit like what I would imagine Star Wars in the Twilight Zone with a little of Star Trek would read complete with four dimensions, anti-gravity blankets, space portals, space ships and even aliens both good and bad. The weapons as well as the ships were exciting and futuristic and I was never quite sure where the story was going, there seemed to be surprises with every turn of the page. By the time I finished the book I realized somewhere along the way the beginning sort of made sense and I did enjoy the book.The author really has one heck of an imagination with an outstanding sense of detail. I could close my eyes and imagine the inside of the ship and the grass maps as well as the chase on the far side of the moon. I think any fan of science fiction would enjoy this book especially young adults.","04 26, 2012",A8JIEN57TPE94,Sue in CT,Get past the beginning and it is a great read,1335398400,0.0,False,4.0
234159,B0085WGU3G,"[0, 1]",5,Love this series. This is another series I started reading while waiting for another book in a different writer's series to be released...now I am awaiting the next!!!,"03 24, 2013",A1ENACVA0NLQ6P,Amazon Customer,excellent!,1364083200,0.0,True,5.0
338086,B009YAQOC0,"[2, 2]",4,"I have read several books by Ruth Ann Nordin and I like them all.  I enjoyed this one about Alex, a girl who will go to any lengths to stop her best friend, who just happens to be a guy, from marrying Tammy.  Alex is convinced that Tammy is totally wrong for Kevin and and that she is marrying him just for his inheritance.  Nordin's characterization of Tammy as the conniving, money hungry, spoiled little princess who is marrying Kevin just for his money was absolutely believable.  I think I may have met Tammy a few times in my life!Kevin loves Alex but it's just as a friend because they have known each other since they were little children and he thinks of her as a buddy and one of the guys.  But when he sees her with another man he starts to realize that he thinks of her as more than a friend.I read the negative reviews about this book being boring but not every book has to have numerous twists and turns or be awe-inspiring.  Sometimes I enjoy just reading a nice, pleasant story about believable people. There may be other Nordin books that I like better but I enjoyed this one too.","06 1, 2013",A12DF8QSZGWVBW,Mary Ann Anderson,I think I've met Tammy,1370044800,1.0,True,4.0
291972,B0093NW5EY,"[2, 3]",5,"if you like hot, steamy and kilts.. you need to read this book. if you aren't into sex and yumminess don't bother. this book was amazing on soo many levels and i will reread it often.","12 17, 2012",ANMSDY55VG8UK,Kaila,love it!,1355702400,0.6666666666666666,True,5.0
866862,B00J2MFMG4,"[1, 2]",5,"This was a truly imaginative and highly detailed tale. When evil is upon us, only the pure at heart can save the day. But sometimes the pure at heart, can loose sight of their true purpose. I was highly intrigued by the concept of this story, as well as its originality. There were so many different characters, and different types of magical species, including Dragons, half-animal  half-human creatures, and, my favorite, the Gargoyles. This was the first time that I've ever read a story with gargoyles in it. I found them extremely interesting and the authors do a fantastic job of giving the reader a very vivid picture of who and what they are. Overall I thought this was a great book. Definitely a must read for any fan of fantasy and adventure. 5 Stars.","04 29, 2014",A8AQ311LFKNVP,Ashton,Highly Imaginative!,1398729600,0.5,True,5.0
864335,B00J1P05MI,"[0, 0]",4,"Reviewed by Lynnfor TheRomanceReviews.comAWAKENING is a story about self-discovery and a lesson in how deep you have to reflect upon yourself to find who you really are.College psychology major Vanessa Clark is filling her final semester before graduation with random psychology electives. One of the classes she decides to take is Psychology of Sex. While Vanessa is stressing over the huge research paper she has to write for the class, her professor mentions BDSM. Vanessa is immediately intrigued by the topic and decides to make it the focus of her research paper.In an effort to do the most specific research possible, Vanessa calls the owner of a BDSM club and asks to come in to interview him and perhaps tour his club. On the day of her tour, the owner of the club, Rod, is suffering from a migraine so he asks his best friend Will to give Vanessa a tour and keep an eye on her. Will immediately senses Vanessa's submissive nature and is drawn to her. Vanessa is attracted to Will as well, but wonders if he would be ok just dating.Will wants to awaken Vanessa to her submissive nature but he is hesitant because they are very different people at very different points in their lives. Neither of them can deny their attraction to one another but there seems to be obstacle upon obstacle blocking their road to happiness. Vanessa's school work is time consuming, Will's job puts him in danger, Vanessa is not sure she can be submissive, Will is not sure he can be in a relationship and not be dominant. The two of them learn, and grow, and discover much about themselves and each other along the way.This story was great. It was unlike others I've read because of the psychology aspects. This was not just a story about a woman deciding if she can be a sub or not it was so much more than that. Vanessa has to analyze and question all of her feelings towards Will and all of the expectations the two of them have of a relationship. Initially Vanessa has Will to help guide her into the world of BDSM, but then Will is hurt and Vanessa is left trying to figure out her wants and needs while taking care of the man who said he would always be in control.Will's struggles with his emotional state after being hurt are perfectly written. Will is dominant by nature, making him a control freak, and he now has to rely on others, including the woman he doesn't want to ever see him as weak. The emotional struggles are great, the love story is great, and the friendships of the secondary characters are great. I will definitely add more of Ms. Carr's books to my TBR list.","05 30, 2014",A5JZNVV4TEAWU,Carole The Romance Reviews,Great,1401408000,0.0,False,4.0
705360,B00GCG7NP6,"[1, 1]",5,"Gave this book 5 stars because it grabbed my attention from the first page till the last, could not put it down! The characters were beautifully written.I loved every minute of the story and I can't wait to read about Aiden!!","02 22, 2014",A25X1HWB2N9E2Z,TS,Utterly Captivating!!,1393027200,1.0,True,5.0
302645,B0099Y639U,"[2, 2]",3,"I really love Breanna Hayse, but this book just wasn't as good for me as all her others.  It seemed very rushed to me and not enough explanation of Hank and Perl's relationship or why the mafia was involved.","09 16, 2012",A2270TDXFZ0WRB,Sarah,"not one of my favorites, but still a good read",1347753600,1.0,True,3.0
